Game,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
GoldenEye: Rogue Agent,2004,Shooter,Electronic Arts,1.1600000000000001,0.22,0.0,0.12,1.49
GoldenEye: Rogue Agent,2005,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
Goldeneye 007: Reloaded,2011,Shooter,Activision,0.5800000000000001,0.53,0.0,0.16999999999999998,1.28
Goodbye Deponia,2013,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.0,0.07
Goosebumps HorrorLand,2008,Adventure,Scholastic Inc.,0.15,0.0,0.0,0.01,0.16
Gotcha Force,2003,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03
Gothic 3,2006,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06
Grabbed by the Ghoulies,2003,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14
Gradius Collection,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06
Gradius V,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09
Graffiti Kingdom,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03
Gran Turismo,1997,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95
Gran Turismo 2,1999,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49
Gran Turismo 3: A-Spec,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98
Gran Turismo 4,2004,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66
Gran Turismo 5,2010,Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,10.7
Gran Turismo 5 Prologue,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19
Gran Turismo 6,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23
Grand Ages: Medieval,2015,Strategy,Kalypso Media,0.0,0.1,0.02,0.01,0.12000000000000001
Grand Kingdom,2015,Role-Playing,Nippon Ichi Software,0.04,0.01,0.07,0.02,0.13
Grand Prix Challenge,2002,Racing,Atari,0.04,0.03,0.0,0.01,0.08
Grand Slam Tennis 2,2012,Sports,Electronic Arts,0.19,0.16,0.0,0.06,0.41000000000000003
Grand Theft Auto,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24
Grand Theft Auto 2,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
Grand Theft Auto III,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1
Grand Theft Auto III,2002,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
Grand Theft Auto IV,2008,Action,Take-Two Interactive,11.53,7.55,0.5800000000000001,2.71,22.39
Grand Theft Auto V,2013,Action,Take-Two Interactive,16.68,14.23,1.04,5.37,37.31
Grand Theft Auto V,2014,Action,Take-Two Interactive,6.77,8.5,0.38,2.44,18.09
Grand Theft Auto V,2015,Action,Take-Two Interactive,0.39,0.69,0.0,0.09,1.17
Grand Theft Auto: Chinatown Wars,2009,Action,Take-Two Interactive,0.86,1.05,0.08,0.41000000000000003,2.38
Grand Theft Auto: Liberty City Stories,2005,Action,Take-Two Interactive,2.9,2.81,0.24,1.73,7.69
Grand Theft Auto: Liberty City Stories,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
Grand Theft Auto: San Andreas,2004,Action,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81
Grand Theft Auto: San Andreas,2005,Action,Take-Two Interactive,1.26,1.54,0.0,0.13,2.92
Grand Theft Auto: Vice City,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15
Grand Theft Auto: Vice City,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04
Grand Theft Auto: Vice City Stories,2006,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03
Grand Theft Auto: Vice City Stories,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
Grandia,1999,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25
Grandia II,2000,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2
Grandia II,2002,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04,0.29
Grandia III,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
Grandia Xtreme,2002,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38
Gravity Falls: Legend of the Gnome Gemulets,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04
Gravity Games Bike: Street Vert Dirt,2002,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1
Gravity Rush,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56
Gravity Rush Remastered,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
Gray Matter,2011,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.08
Green Day: Rock Band,2010,Misc,MTV Games,0.65,0.39,0.0,0.13,1.18
Green Lantern: Rise of the Manhunters,2011,Action,Warner Bros. Interactive Entertainment,0.25,0.12,0.0,0.04,0.43000000000000005
Greg Hastings' Tournament Paintball,2004,Shooter,Activision,0.46,0.06,0.0,0.02,0.54
Greg Hastings' Tournament Paintball Max'd,2006,Shooter,Activision,0.04,0.0,0.0,0.0,0.05
Gretzky NHL,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1
Gretzky NHL 06,2005,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14
Gretzky NHL 2005,2004,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17
Grey's Anatomy: The Video Game,2009,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
GrimGrimoire,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05
GripShift,2005,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09
Grooverider: Slot Car Thunder,2003,Racing,Encore,0.01,0.0,0.0,0.0,0.01
Groovin' Blocks,2009,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,0.01
Group S Challenge,2003,Racing,Capcom,0.02,0.0,0.0,0.0,0.02
Growlanser Generations,2003,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11
Growlanser: Heritage of War,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22
Guild Wars,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03
Guild Wars 2,2012,Action,NCSoft,0.96,1.07,0.0,0.27,2.31
Guild Wars: Factions,2006,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.01
Guild Wars: Nightfall,2006,Role-Playing,NCSoft,0.0,0.02,0.0,0.0,0.03
Guilty Gear Dust Strikers,2006,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
Guilty Gear Isuka,2004,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1
Guilty Gear Judgment,2006,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16
Guilty Gear X,2001,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12
Guilty Gear X2,2002,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35
Guilty Gear X2 #Reload,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15
Guilty Gear X: Advance Edition,2002,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06
Guilty Gear XX Accent Core,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04
Guilty Gear XX Accent Core,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04
Guilty Gear XX Accent Core Plus,2009,Fighting,PQube,0.01,0.02,0.0,0.0,0.03
Guinness World Records: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03
Guitar Hero,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38
Guitar Hero 5,2009,Misc,Activision,2.38,1.54,0.0,0.9700000000000001,4.890000000000001
Guitar Hero Encore: Rocks The 80s,2007,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11
Guitar Hero II,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12
Guitar Hero II,2007,Misc,Activision,2.01,0.02,0.0,0.17,2.2
Guitar Hero III: Legends of Rock,2007,Misc,Activision,11.120000000000001,2.56,0.04,2.63,16.35
Guitar Hero III: Legends of Rock,2007,Misc,Aspyr,0.02,0.0,0.0,0.0,0.02
Guitar Hero Live,2015,Misc,Activision,0.76,0.63,0.0,0.21000000000000002,1.6
Guitar Hero On Tour: Modern Hits,2009,Misc,Activision,0.13,0.2,0.0,0.04,0.37
Guitar Hero: Aerosmith,2008,Misc,Activision,3.37,0.42000000000000004,0.0,0.49,4.28
Guitar Hero: Metallica,2009,Misc,Activision,1.2000000000000002,0.87,0.0,0.27,2.35
Guitar Hero: On Tour,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46
Guitar Hero: On Tour Decades,2008,Misc,Activision,0.84,0.57,0.0,0.16,1.57
Guitar Hero: Smash Hits,2009,Misc,Activision,0.85,0.48,0.0,0.25,1.5699999999999998
Guitar Hero: Van Halen,2009,Misc,Activision,0.43000000000000005,0.31,0.0,0.1,0.8400000000000001
Guitar Hero: Warriors of Rock,2010,Misc,Activision,1.27,1.05,0.0,0.3,2.63
Guitar Hero: World Tour,2008,Misc,Activision,5.2,2.14,0.0,0.8600000000000001,8.2
Gun,2005,Shooter,Activision,1.5,0.2,0.0,0.18,1.8699999999999999
Gun Metal,2002,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11
Gun Showdown,2006,Action,Activision,0.05,0.0,0.0,0.01,0.06
Gundam Battle Assault,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23
Gungrave,2002,Shooter,Activision,0.09,0.07,0.0,0.02,0.19
Gungrave: Overdose,2004,Shooter,Play It,0.07,0.05,0.0,0.02,0.14
Gunstar Super Heroes,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07
Gunvalkyrie,2002,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17
HBO Boxing,2000,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21
HSX HyperSonic.Xtreme,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51
Hail to the Chimp,2008,Misc,Gamecock,0.1,0.0,0.0,0.0,0.11
Hakuoki: Demon of the Fleeting Blossom,2009,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09
Half-Life,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12
Half-Life,2001,Shooter,Vivendi Games,0.29,0.23,0.0,0.08,0.6
Half-Life 2,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
Half-Life 2,2005,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61
Half-Minute Hero,2009,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18
Halo 2,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49
Halo 2,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09
Halo 2 Multiplayer Map Pack,2005,Shooter,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69
Halo 3,2007,Shooter,Microsoft Game Studios,7.97,2.81,0.13,1.21,12.12
Halo 3: ODST,2009,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34
Halo 4,2012,Shooter,Microsoft Game Studios,6.65,2.28,0.04,0.74,9.71
Halo 5: Guardians,2015,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48
Halo Wars,2009,Strategy,Microsoft Game Studios,1.54,0.8,0.04,0.24,2.62
Halo: Combat Evolved,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43
Halo: Combat Evolved,2003,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04
Halo: Combat Evolved Anniversary,2011,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4
Halo: Reach,2010,Shooter,Microsoft Game Studios,7.04,1.95,0.08,0.79,9.86
Halo: The Master Chief Collection,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23
Hammerin' Hero,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07
Hamtaro: Ham-Ham Games,2004,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22
Hamtaro: Ham-Ham Heartbreak,2002,Action,Nintendo,0.26,0.1,0.0,0.01,0.36
Hannah Montana: The Movie,2009,Adventure,Disney Interactive Studios,0.14,0.05,0.0,0.02,0.21
Happy Feet,2006,Action,Midway Games,0.12,0.0,0.0,0.01,0.14
Harry Potter and the Chamber of Secrets,2002,Action,Electronic Arts,2.91,2.09,0.09,0.56,5.66
Harry Potter and the Deathly Hallows - Part 1,2010,Action,Electronic Arts,0.83,0.87,0.0,0.21000000000000002,1.8900000000000001
Harry Potter and the Deathly Hallows - Part 2,2011,Action,Electronic Arts,0.55,0.41,0.0,0.12,1.08
Harry Potter and the Goblet of Fire,2005,Action,Electronic Arts,1.85,0.32,0.0,0.16,2.33
Harry Potter and the Half-Blood Prince,2009,Action,Electronic Arts,0.8,0.99,0.0,0.23,2.03
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,1.31,0.8700000000000001,0.0,0.32,2.51
Harry Potter and the Prisoner of Azkaban,2004,Action,Electronic Arts,1.3,0.68,0.0,0.16,2.15
Harry Potter and the Sorcerer's Stone,2001,Action,Electronic Arts,2.25,2.7,0.22000000000000003,0.31,5.4799999999999995
Harry Potter and the Sorcerer's Stone,2003,Action,Electronic Arts,0.25,0.15,0.0,0.04,0.43000000000000005
Harry Potter: Quidditch World Cup,2003,Sports,Electronic Arts,1.17,0.56,0.0,0.14,1.8800000000000001
Harvest Moon 3D: A New Beginning,2012,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91
Harvest Moon DS: Island of Happiness,2007,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72
Harvest Moon: A Wonderful Life,2003,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79
Harvest Moon: Animal Parade,2008,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,0.73
Harvest Moon: Another Wonderful Life,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24
Harvest Moon: Back to Nature,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32
Harvest Moon: Frantic Farming,2009,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,0.1
Harvest Moon: Friends of Mineral Town,2003,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59
Harvest Moon: Hero of Leaf Valley,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14
Harvest Moon: Magical Melody,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24
Harvest Moon: Magical Melody,2008,Simulation,Rising Star Games,0.23,0.03,0.0,0.02,0.29
Harvest Moon: More Friends of Mineral Town,2003,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2
Harvest Moon: The Tale of Two Towns,2010,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55
Harvest Moon: Tree of Tranquility,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82
Harvey Birdman: Attorney at Law,2008,Adventure,Capcom,0.16999999999999998,0.0,0.0,0.02,0.18
Hasbro Family Game Night,2008,Puzzle,Electronic Arts,0.96,0.33,0.0,0.13,1.43
Hasbro Family Game Night 2,2009,Misc,Electronic Arts,0.7,0.52,0.0,0.13,1.35
Hatsune Miku: Project Diva F 2nd,2014,Misc,Sega,0.16999999999999998,0.08,0.26,0.07,0.5700000000000001
Hatsune Miku: Project Diva X,2016,Misc,Sega,0.03,0.0,0.12000000000000001,0.0,0.16999999999999998
Hatsune Miku: Project Diva f,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23
Hatsune Miku: Project Diva f,2013,Misc,Sega,0.08,0.0,0.19,0.02,0.28
Hatsune Miku: Project Mirai DX,2015,Misc,Sega,0.16,0.04,0.1,0.02,0.32
Haunting Ground,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07
Haze,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99
Headhunter,2002,Action,Sega,0.19,0.15,0.0,0.05,0.38
Headhunter: Redemption,2004,Action,Sega,0.04,0.01,0.0,0.0,0.06
Hearts of Iron III,2009,Strategy,Paradox Interactive,0.02,0.04,0.0,0.01,0.07
Hearts of Iron IV,2016,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05
Heatseeker,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1
Heavenly Sword,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65
Heavy Fire: Afghanistan,2011,Shooter,Unknown,0.17,0.0,0.0,0.02,0.18
Heavy Rain,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03
Hellboy: The Science of Evil,2008,Action,Konami Digital Entertainment,0.27,0.02,0.0,0.03,0.32
Hellgate: London,2007,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Hello Kitty: Roller Rescue,2005,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08
Help Wanted: 50 Wacky Jobs,2008,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1
Henry Hatsworth in the Puzzling Adventure,2009,Puzzle,Electronic Arts,0.08,0.0,0.0,0.01,0.09
Herbie: Fully Loaded,2005,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34
Herdy Gerdy,2002,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22
Here They Lie,2016,Adventure,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02
Heroes of Might and Magic V,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
Heroes of Ruin,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21
Heroes of the Pacific,2005,Simulation,Codemasters,0.24000000000000002,0.16,0.0,0.04,0.44
Heroes over Europe,2009,Simulation,Ubisoft,0.22,0.04,0.0,0.03,0.30000000000000004
Hexyz Force,2009,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14
Hidden Invasion,2001,Shooter,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08
High Heat Major League Baseball 2003,2002,Sports,3DO,0.18,0.14,0.0,0.05,0.37
High Heat Major League Baseball 2004,2003,Sports,3DO,0.24,0.16,0.0,0.05,0.44
High Velocity Bowling,2010,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15
Hitman 2: Silent Assassin,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
Hitman 2: Silent Assassin,2003,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
Hitman: Absolution,2012,Action,Square Enix,1.3,2.1,0.08,0.65,4.11
Hitman: Blood Money,2006,Action,Eidos Interactive,0.65,0.31,0.01,0.11,1.06
Hitman: Contracts,2004,Shooter,Eidos Interactive,0.65,0.38,0.0,0.11,1.1400000000000001
Hitman: HD Trilogy,2013,Action,Square Enix,0.14,0.16999999999999998,0.0,0.06,0.38
Hogs of War,2000,Strategy,Infogrames,0.01,0.01,0.0,0.0,0.02
Homefront,2011,Shooter,THQ,1.26,0.97,0.060000000000000005,0.3,2.59
Homefront: The Revolution,2016,Shooter,Deep Silver,0.13,0.3,0.03,0.060000000000000005,0.53
Hometown Story,2013,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43
Homeworld,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
Homeworld 2,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03
Homie Rollerz,2008,Racing,Destineer,0.07,0.0,0.0,0.01,0.07
Hoshigami: Ruining Blue Earth,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05
Hoshigami: Ruining Blue Earth Remix,2007,Role-Playing,505 Games,0.0,0.0,0.01,0.0,0.01
Hospital Tycoon,2007,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01
Hot Pixel,2007,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03
Hot Shots Golf 3,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
Hot Shots Golf: Open Tee,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96
Hot Shots Golf: Open Tee 2,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68
Hot Shots Golf: Out of Bounds,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
Hot Shots Golf: World Invitational,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55
Hot Shots Tennis,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
Hot Shots Tennis: Get a Grip,2010,Sports,Sony Computer Entertainment,0.07,0.0,0.13,0.01,0.21
Hot Wheels Velocity X,2002,Racing,THQ,0.32,0.19999999999999998,0.0,0.06,0.58
Hot Wheels World Race,2003,Racing,THQ,0.33999999999999997,0.19,0.0,0.05,0.58
Hot Wheels: Stunt Track Challenge,2004,Racing,THQ,0.37,0.25,0.0,0.08,0.69
Hotel Dusk: Room 215,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54
Hotel Giant 2,2008,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03
Hour of Victory,2007,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13
How to Train Your Dragon,2010,Action,Activision,0.46,0.19999999999999998,0.0,0.07,0.74
How to Train Your Dragon 2,2014,Adventure,Little Orbit,0.03,0.05,0.0,0.01,0.08
Hulk,2003,Action,Universal Interactive,0.92,0.52,0.0,0.16,1.58
Hulk Hogan's Main Event,2011,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13
Hummer Badlands,2006,Racing,Global Star,0.01,0.0,0.0,0.0,0.02
Hunted: The Demon's Forge,2011,Action,Bethesda Softworks,0.28,0.15,0.02,0.05,0.52
Hunter: The Reckoning,2002,Action,Interplay,0.28,0.08,0.0,0.01,0.38
Hunter: The Reckoning,2002,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1
Hunter: The Reckoning  Wayward,2003,Action,Interplay,0.21,0.16,0.0,0.06,0.43
Hunter: The Reckoning Redeemer,2003,Action,Interplay,0.13,0.04,0.0,0.01,0.17
Hyperdevotion Noire: Goddess Black Heart,2014,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13
Hyperdimension Neptunia,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43
Hyperdimension Neptunia U: Action Unleashed,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11
Hyperdimension Neptunia Victory,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16
Hyrule Warriors,2014,Action,Nintendo,0.58,0.42,0.13,0.1,1.23
I-Ninja,2003,Platform,Namco Bandai Games,0.12000000000000001,0.04,0.0,0.0,0.16
I-Ninja,2003,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4
ICO,2001,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47
IHRA Drag Racing 2004,2003,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2
IL-2 Sturmovik,2001,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01
IL-2 Sturmovik: 1946,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04
IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,0.63,0.48,0.0,0.15000000000000002,1.25
IL-2 Sturmovik: Cliffs of Dover,2011,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
IL-2 Sturmovik: Forgotten Battles,2003,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02
ISS Pro Evolution,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76
Ice Age 2: The Meltdown,2006,Platform,Vivendi Games,0.25,0.16,0.0,0.060000000000000005,0.47000000000000003
Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,0.32999999999999996,0.19,0.0,0.06,0.5800000000000001
Icewind Dale II,2002,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01
Ikaruga,2003,Shooter,Atari,0.07,0.02,0.0,0.0,0.09
Imperial Glory,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
Imperium Romanum,2008,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
Impossible Creatures,2002,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01
Impossible Mission,2007,Platform,System 3 Arcade Software,0.11,0.0,0.0,0.01,0.12
In The Groove,2005,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07
Inazuma Eleven Strikers,2011,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26
Incredible Crisis,1999,Action,Titus,0.04,0.03,0.0,0.01,0.08
Indiana Jones and the Emperor's Tomb,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18
Indiana Jones and the Staff of Kings,2009,Action,Activision,0.74,0.45999999999999996,0.0,0.3,1.5
Indianapolis 500 Legends,2007,Racing,Destineer,0.12,0.0,0.0,0.01,0.13
Indigo Prophecy,2005,Adventure,Atari,0.14,0.11,0.0,0.02,0.27
IndyCar Series,2003,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05
Infamous: First Light,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03
Infected,2005,Shooter,THQ,0.14,0.0,0.0,0.01,0.15
Infernal: Hell's Vengeance,2009,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08
Infinite Space,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2
Infinite Undiscovery,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7
Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,1.54,0.88,0.01,0.33,2.75
Inkheart,2009,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
Innocent Life: A Futuristic Harvest Moon,2006,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16
Insecticide,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.06
InuYasha: A Feudal Fairy Tale,2002,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11
InuYasha: Feudal Combat,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27
InuYasha: Secret of the Divine Jewel,2007,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.09
InuYasha: The Secret of the Cursed Mask,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43
Inversion,2012,Shooter,Namco Bandai Games,0.06,0.05,0.0,0.02,0.13
Invizimals,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0.0,0.11,0.79
Invizimals: The Alliance,2013,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08
Invizimals: The Lost Kingdom,2013,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02
Iron Man,2008,Action,Sega,2.06,0.9199999999999999,0.0,0.56,3.52
Iron Man 2,2010,Action,Sega,0.44,0.42,0.0,0.13,0.98
Iron Phoenix,2005,Fighting,Sega,0.02,0.0,0.0,0.0,0.02
Ivy the Kiwi?,2010,Puzzle,Rising Star Games,0.08,0.02,0.0,0.0,0.11
Izuna 2: The Unemployed Ninja Returns,2007,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06
J Stars Victory Vs.,2014,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21
JASF: Jane's Advanced Strike Fighters,2011,Simulation,Deep Silver,0.15,0.06,0.0,0.02,0.24
